,Top 25,Top 50,Top 100,Top 200
Acute Cerebrovascular Accidents,0.131 +/- 0.1,0.131 +/- 0.1,0.131 +/- 0.1,0.137 +/- 0.109
Brain Ischemia,0.109 +/- 0.069,0.117 +/- 0.057,0.131 +/- 0.06,0.142 +/- 0.08
"Hyperalgesia, Primary",0.036 +/- 0.033,0.048 +/- 0.03,0.053 +/- 0.033,0.062 +/- 0.034
Nonsyndromic Deafness,0.033 +/- 0.066,0.033 +/- 0.066,0.038 +/- 0.076,0.038 +/- 0.076
Vertiginous seizure,0.0 +/- 0.0,0.0 +/- 0.0,0.005 +/- 0.009,0.005 +/- 0.009
Non-Convulsive Status Epilepticus,0.0 +/- 0.0,0.008 +/- 0.015,0.014 +/- 0.017,0.034 +/- 0.028
Amphetamine Addiction,0.01 +/- 0.02,0.01 +/- 0.02,0.021 +/- 0.031,0.026 +/- 0.033
"Carcinoma, Cribriform",0.035 +/- 0.034,0.049 +/- 0.048,0.078 +/- 0.033,0.096 +/- 0.039
Mouth Neoplasms,0.101 +/- 0.102,0.11 +/- 0.106,0.123 +/- 0.108,0.134 +/- 0.119
Amyotrophic Lateral Sclerosis,0.068 +/- 0.116,0.075 +/- 0.113,0.082 +/- 0.109,0.093 +/- 0.118
Ovarian Serous Adenocarcinoma,0.0 +/- 0.0,0.0 +/- 0.0,0.011 +/- 0.021,0.053 +/- 0.035
"Condition, Preneoplastic",0.012 +/- 0.023,0.017 +/- 0.023,0.025 +/- 0.018,0.04 +/- 0.027
Mycoplasma-Induced Stevens-Johnson Syndrome,0.073 +/- 0.062,0.084 +/- 0.052,0.103 +/- 0.053,0.103 +/- 0.053
Respiratory Hypersensitivity,0.096 +/- 0.151,0.125 +/- 0.136,0.125 +/- 0.136,0.125 +/- 0.136
"Hyperglycemia, Postprandial",0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
Primary microcephaly,0.165 +/- 0.184,0.192 +/- 0.199,0.192 +/- 0.199,0.192 +/- 0.199
"Necrotizing encephalopathy, infantile subacute, of Leigh",0.208 +/- 0.135,0.238 +/- 0.155,0.246 +/- 0.157,0.284 +/- 0.165
Disorder of eye,0.117 +/- 0.073,0.086 +/- 0.055,0.1 +/- 0.055,0.107 +/- 0.062
Childhood Acute Lymphoblastic Leukemia,0.044 +/- 0.057,0.044 +/- 0.057,0.057 +/- 0.073,0.063 +/- 0.078
Arsenic Encephalopathy,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.006 +/- 0.011
Paroxysmal atrial fibrillation,0.0 +/- 0.0,0.004 +/- 0.008,0.011 +/- 0.021,0.016 +/- 0.02
"Mammary Neoplasms, Human",0.145 +/- 0.035,0.106 +/- 0.027,0.078 +/- 0.023,0.085 +/- 0.022
Spinocerebellar Ataxia Type 4,0.035 +/- 0.069,0.035 +/- 0.069,0.035 +/- 0.069,0.035 +/- 0.069
Myocardial Reperfusion Injury,0.053 +/- 0.087,0.077 +/- 0.075,0.097 +/- 0.092,0.102 +/- 0.1
Left Middle Cerebral Artery Infarction,0.013 +/- 0.026,0.023 +/- 0.029,0.023 +/- 0.029,0.039 +/- 0.034
IGA Glomerulonephritis,0.0 +/- 0.0,0.01 +/- 0.02,0.01 +/- 0.02,0.01 +/- 0.02
Glioblastoma Multiforme,0.02 +/- 0.026,0.031 +/- 0.021,0.047 +/- 0.032,0.07 +/- 0.044
Schizophrenia,0.051 +/- 0.067,0.063 +/- 0.056,0.056 +/- 0.027,0.06 +/- 0.015
Involutional Depression,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
Kidney Failure,0.029 +/- 0.058,0.029 +/- 0.058,0.029 +/- 0.058,0.062 +/- 0.058
Stevens-Johnson Syndrome,0.077 +/- 0.098,0.09 +/- 0.092,0.1 +/- 0.084,0.108 +/- 0.075
Fibrillary Astrocytoma,0.068 +/- 0.136,0.079 +/- 0.132,0.1 +/- 0.148,0.128 +/- 0.155
Arsenic Poisoning,0.0 +/- 0.0,0.0 +/- 0.0,0.006 +/- 0.013,0.006 +/- 0.013
Ischemia,0.015 +/- 0.029,0.027 +/- 0.033,0.027 +/- 0.033,0.052 +/- 0.05
Sarcomatoid Renal Cell Carcinoma,0.024 +/- 0.03,0.036 +/- 0.034,0.036 +/- 0.034,0.05 +/- 0.039
"Epilepsy, Temporal Lobe",0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.019 +/- 0.023
"Encephalopathy, Toxic",0.0 +/- 0.0,0.0 +/- 0.0,0.028 +/- 0.037,0.028 +/- 0.037
Epileptic encephalopathy,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
Developmental Disabilities,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
Neuroblastoma,0.022 +/- 0.027,0.031 +/- 0.041,0.06 +/- 0.041,0.08 +/- 0.04
Neoplastic Cell Transformation,0.0 +/- 0.0,0.009 +/- 0.011,0.031 +/- 0.015,0.07 +/- 0.035
Cocaine-Related Disorders,0.06 +/- 0.074,0.074 +/- 0.091,0.082 +/- 0.097,0.093 +/- 0.091
Crohn's disease of the ileum,0.01 +/- 0.02,0.01 +/- 0.02,0.01 +/- 0.02,0.01 +/- 0.02
Early Pregnancy Loss,0.014 +/- 0.017,0.03 +/- 0.043,0.034 +/- 0.041,0.046 +/- 0.038
Colorectal Carcinoma,0.065 +/- 0.041,0.05 +/- 0.022,0.048 +/- 0.02,0.055 +/- 0.021
Bilateral Wilms Tumor,0.0 +/- 0.0,0.011 +/- 0.022,0.021 +/- 0.026,0.039 +/- 0.02
"Carcinoid, Goblet Cell",0.0 +/- 0.0,0.029 +/- 0.036,0.056 +/- 0.053,0.056 +/- 0.053
"Fibrosis, Liver",0.031 +/- 0.047,0.042 +/- 0.055,0.042 +/- 0.055,0.049 +/- 0.06
Acute Confusional Senile Dementia,0.061 +/- 0.084,0.067 +/- 0.087,0.072 +/- 0.084,0.076 +/- 0.08
"Hyalinosis, Segmental Glomerular",0.039 +/- 0.049,0.061 +/- 0.076,0.061 +/- 0.076,0.087 +/- 0.061
Lymphatic Metastasis,0.0 +/- 0.0,0.0 +/- 0.0,0.021 +/- 0.043,0.047 +/- 0.034
Chemically-Induced Liver Toxicity,0.0 +/- 0.0,0.009 +/- 0.012,0.022 +/- 0.018,0.045 +/- 0.026
Familial Idiopathic Pulmonary Fibrosis,0.0 +/- 0.0,0.0 +/- 0.0,0.012 +/- 0.025,0.024 +/- 0.029
Calcinosis,0.044 +/- 0.062,0.053 +/- 0.058,0.069 +/- 0.068,0.097 +/- 0.058
Simple Partial Status Epilepticus,0.009 +/- 0.019,0.009 +/- 0.019,0.021 +/- 0.018,0.026 +/- 0.023
Desmoplastic Medulloblastoma,0.059 +/- 0.091,0.059 +/- 0.091,0.09 +/- 0.08,0.096 +/- 0.074
"Carcinoma, Ovarian Epithelial",0.034 +/- 0.043,0.046 +/- 0.04,0.056 +/- 0.056,0.056 +/- 0.056
Microcalcification,0.062 +/- 0.098,0.071 +/- 0.094,0.08 +/- 0.089,0.106 +/- 0.093
Ovarian Mucinous Adenocarcinoma,0.014 +/- 0.028,0.036 +/- 0.046,0.053 +/- 0.045,0.053 +/- 0.045
Diabetes Mellitus,0.0 +/- 0.0,0.011 +/- 0.022,0.011 +/- 0.022,0.019 +/- 0.024
Female infertility,0.029 +/- 0.036,0.078 +/- 0.07,0.09 +/- 0.093,0.09 +/- 0.093
Malignant neoplasm of breast,0.122 +/- 0.087,0.092 +/- 0.053,0.077 +/- 0.032,0.065 +/- 0.02
Single Seizure,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
"Hearing Loss, Extreme",0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
