,Top 25,Top 50,Top 100,Top 200
Non-Convulsive Status Epilepticus,0.0 +/- 0.0,0.006 +/- 0.013,0.004 +/- 0.007,0.004 +/- 0.005
Amphetamine Addiction,0.0 +/- 0.0,0.006 +/- 0.012,0.007 +/- 0.009,0.007 +/- 0.009
"Carcinoma, Cribriform",0.025 +/- 0.02,0.038 +/- 0.013,0.049 +/- 0.01,0.038 +/- 0.009
Mouth Neoplasms,0.033 +/- 0.027,0.02 +/- 0.016,0.011 +/- 0.009,0.013 +/- 0.014
Amyotrophic Lateral Sclerosis,0.032 +/- 0.065,0.026 +/- 0.038,0.014 +/- 0.021,0.009 +/- 0.01
Ovarian Serous Adenocarcinoma,0.013 +/- 0.027,0.007 +/- 0.015,0.004 +/- 0.008,0.006 +/- 0.005
"Condition, Preneoplastic",0.009 +/- 0.019,0.006 +/- 0.012,0.01 +/- 0.014,0.007 +/- 0.007
Mycoplasma-Induced Stevens-Johnson Syndrome,0.052 +/- 0.026,0.029 +/- 0.014,0.019 +/- 0.0,0.012 +/- 0.004
Respiratory Hypersensitivity,0.028 +/- 0.034,0.029 +/- 0.015,0.015 +/- 0.008,0.008 +/- 0.004
"Hyperglycemia, Postprandial",0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
Primary microcephaly,0.069 +/- 0.062,0.037 +/- 0.033,0.027 +/- 0.02,0.014 +/- 0.01
"Necrotizing encephalopathy, infantile subacute, of Leigh",0.148 +/- 0.1,0.098 +/- 0.06,0.052 +/- 0.032,0.039 +/- 0.019
Disorder of eye,0.067 +/- 0.036,0.053 +/- 0.03,0.043 +/- 0.022,0.027 +/- 0.014
Childhood Acute Lymphoblastic Leukemia,0.034 +/- 0.045,0.02 +/- 0.026,0.011 +/- 0.014,0.008 +/- 0.009
Arsenic Encephalopathy,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
Paroxysmal atrial fibrillation,0.015 +/- 0.018,0.01 +/- 0.012,0.009 +/- 0.008,0.01 +/- 0.003
"Mammary Neoplasms, Human",0.067 +/- 0.03,0.062 +/- 0.023,0.058 +/- 0.03,0.045 +/- 0.019
Spinocerebellar Ataxia Type 4,0.012 +/- 0.025,0.007 +/- 0.014,0.004 +/- 0.007,0.004 +/- 0.005
Myocardial Reperfusion Injury,0.035 +/- 0.029,0.026 +/- 0.024,0.029 +/- 0.015,0.017 +/- 0.007
Left Middle Cerebral Artery Infarction,0.012 +/- 0.025,0.014 +/- 0.017,0.008 +/- 0.009,0.006 +/- 0.005
IGA Glomerulonephritis,0.0 +/- 0.0,0.0 +/- 0.0,0.004 +/- 0.007,0.004 +/- 0.005
Glioblastoma Multiforme,0.017 +/- 0.021,0.028 +/- 0.018,0.026 +/- 0.022,0.029 +/- 0.015
Schizophrenia,0.021 +/- 0.024,0.032 +/- 0.015,0.036 +/- 0.012,0.047 +/- 0.007
Involutional Depression,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
Kidney Failure,0.027 +/- 0.033,0.015 +/- 0.018,0.008 +/- 0.009,0.006 +/- 0.005
Stevens-Johnson Syndrome,0.052 +/- 0.048,0.029 +/- 0.027,0.019 +/- 0.012,0.01 +/- 0.006
Fibrillary Astrocytoma,0.026 +/- 0.032,0.022 +/- 0.018,0.015 +/- 0.014,0.012 +/- 0.01
Arsenic Poisoning,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
Ischemia,0.013 +/- 0.027,0.007 +/- 0.015,0.004 +/- 0.008,0.004 +/- 0.005
Sarcomatoid Renal Cell Carcinoma,0.016 +/- 0.019,0.011 +/- 0.013,0.019 +/- 0.019,0.021 +/- 0.014
"Epilepsy, Temporal Lobe",0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
"Encephalopathy, Toxic",0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.002 +/- 0.004
Epileptic encephalopathy,0.013 +/- 0.026,0.007 +/- 0.014,0.004 +/- 0.008,0.002 +/- 0.004
Developmental Disabilities,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
Neuroblastoma,0.023 +/- 0.028,0.04 +/- 0.039,0.022 +/- 0.021,0.013 +/- 0.01
Neoplastic Cell Transformation,0.024 +/- 0.019,0.027 +/- 0.017,0.026 +/- 0.013,0.021 +/- 0.009
Cocaine-Related Disorders,0.053 +/- 0.033,0.045 +/- 0.038,0.036 +/- 0.028,0.022 +/- 0.013
Crohn's disease of the ileum,0.012 +/- 0.024,0.007 +/- 0.014,0.004 +/- 0.007,0.002 +/- 0.004
Early Pregnancy Loss,0.026 +/- 0.035,0.034 +/- 0.028,0.023 +/- 0.017,0.013 +/- 0.009
Colorectal Carcinoma,0.018 +/- 0.013,0.041 +/- 0.025,0.051 +/- 0.02,0.053 +/- 0.016
Bilateral Wilms Tumor,0.0 +/- 0.0,0.0 +/- 0.0,0.004 +/- 0.008,0.004 +/- 0.005
"Carcinoid, Goblet Cell",0.0 +/- 0.0,0.008 +/- 0.015,0.016 +/- 0.015,0.008 +/- 0.007
"Fibrosis, Liver",0.009 +/- 0.018,0.017 +/- 0.014,0.01 +/- 0.008,0.007 +/- 0.007
Acute Confusional Senile Dementia,0.037 +/- 0.045,0.035 +/- 0.046,0.03 +/- 0.027,0.02 +/- 0.019
"Hyalinosis, Segmental Glomerular",0.026 +/- 0.032,0.014 +/- 0.017,0.019 +/- 0.017,0.014 +/- 0.008
Lymphatic Metastasis,0.0 +/- 0.0,0.015 +/- 0.029,0.008 +/- 0.015,0.004 +/- 0.008
Chemically-Induced Liver Toxicity,0.009 +/- 0.017,0.017 +/- 0.015,0.039 +/- 0.024,0.03 +/- 0.017
Familial Idiopathic Pulmonary Fibrosis,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.002 +/- 0.004
Calcinosis,0.06 +/- 0.038,0.034 +/- 0.022,0.018 +/- 0.012,0.013 +/- 0.005
Simple Partial Status Epilepticus,0.0 +/- 0.0,0.006 +/- 0.013,0.004 +/- 0.007,0.004 +/- 0.005
Desmoplastic Medulloblastoma,0.0 +/- 0.0,0.014 +/- 0.028,0.011 +/- 0.015,0.013 +/- 0.005
"Carcinoma, Ovarian Epithelial",0.026 +/- 0.032,0.029 +/- 0.027,0.015 +/- 0.014,0.008 +/- 0.007
Microcalcification,0.06 +/- 0.038,0.034 +/- 0.022,0.022 +/- 0.007,0.013 +/- 0.005
Ovarian Mucinous Adenocarcinoma,0.012 +/- 0.025,0.007 +/- 0.014,0.011 +/- 0.015,0.01 +/- 0.009
Diabetes Mellitus,0.0 +/- 0.0,0.007 +/- 0.014,0.008 +/- 0.009,0.004 +/- 0.005
Female infertility,0.026 +/- 0.032,0.029 +/- 0.027,0.027 +/- 0.026,0.014 +/- 0.013
Malignant neoplasm of breast,0.038 +/- 0.011,0.041 +/- 0.007,0.043 +/- 0.013,0.045 +/- 0.01
Single Seizure,0.0 +/- 0.0,0.0 +/- 0.0,0.003 +/- 0.007,0.002 +/- 0.004
"Hearing Loss, Extreme",0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
