,Top 25,Top 50,Top 100,Top 200
Skin Neoplasms,0.035 +/- 0.043,0.053 +/- 0.043,0.071 +/- 0.036,0.162 +/- 0.07
Malignant mesothelioma,0.048 +/- 0.03,0.077 +/- 0.066,0.086 +/- 0.064,0.124 +/- 0.115
Tonic - clonic seizures,0.0 +/- 0.0,0.0 +/- 0.0,0.01 +/- 0.02,0.039 +/- 0.037
"Adenocarcinoma, Basal Cell",0.026 +/- 0.021,0.061 +/- 0.021,0.132 +/- 0.03,0.184 +/- 0.042
"Seizures, Auditory",0.0 +/- 0.0,0.0 +/- 0.0,0.01 +/- 0.02,0.01 +/- 0.02
Alzheimer's Disease,0.089 +/- 0.055,0.099 +/- 0.068,0.099 +/- 0.068,0.099 +/- 0.068
"Epilepsy, Cryptogenic",0.051 +/- 0.047,0.063 +/- 0.056,0.076 +/- 0.047,0.101 +/- 0.063
Peripheral Nervous System Diseases,0.0 +/- 0.0,0.0 +/- 0.0,0.055 +/- 0.073,0.075 +/- 0.069
Allodynia,0.049 +/- 0.047,0.062 +/- 0.056,0.074 +/- 0.047,0.11 +/- 0.073
Insulin Sensitivity,0.089 +/- 0.1,0.089 +/- 0.1,0.089 +/- 0.1,0.159 +/- 0.109
Chromophobe Renal Cell Carcinoma,0.024 +/- 0.032,0.024 +/- 0.032,0.047 +/- 0.046,0.071 +/- 0.045
Anaplastic carcinoma,0.031 +/- 0.001,0.031 +/- 0.001,0.057 +/- 0.038,0.101 +/- 0.063
Spontaneous abortion,0.04 +/- 0.058,0.058 +/- 0.049,0.067 +/- 0.05,0.067 +/- 0.05
Manic Disorder,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
Cocaine Abuse,0.048 +/- 0.034,0.074 +/- 0.037,0.11 +/- 0.055,0.137 +/- 0.077
Acute Cerebrovascular Accidents,0.111 +/- 0.089,0.111 +/- 0.089,0.129 +/- 0.092,0.129 +/- 0.092
Brain Ischemia,0.1 +/- 0.062,0.1 +/- 0.062,0.15 +/- 0.062,0.2 +/- 0.067
"Hyperalgesia, Primary",0.049 +/- 0.047,0.062 +/- 0.056,0.085 +/- 0.049,0.11 +/- 0.073
Nonsyndromic Deafness,0.015 +/- 0.031,0.015 +/- 0.031,0.015 +/- 0.031,0.015 +/- 0.031
Vertiginous seizure,0.0 +/- 0.0,0.0 +/- 0.0,0.01 +/- 0.02,0.02 +/- 0.024
Non-Convulsive Status Epilepticus,0.0 +/- 0.0,0.014 +/- 0.029,0.014 +/- 0.029,0.03 +/- 0.036
Amphetamine Addiction,0.0 +/- 0.0,0.013 +/- 0.027,0.027 +/- 0.033,0.053 +/- 0.065
"Carcinoma, Cribriform",0.026 +/- 0.021,0.061 +/- 0.021,0.132 +/- 0.03,0.184 +/- 0.042
Mouth Neoplasms,0.055 +/- 0.045,0.055 +/- 0.045,0.055 +/- 0.045,0.127 +/- 0.136
Amyotrophic Lateral Sclerosis,0.05 +/- 0.1,0.068 +/- 0.097,0.068 +/- 0.097,0.085 +/- 0.091
Ovarian Serous Adenocarcinoma,0.04 +/- 0.08,0.04 +/- 0.08,0.04 +/- 0.08,0.13 +/- 0.108
"Condition, Preneoplastic",0.011 +/- 0.022,0.011 +/- 0.022,0.032 +/- 0.044,0.042 +/- 0.041
Mycoplasma-Induced Stevens-Johnson Syndrome,0.14 +/- 0.071,0.14 +/- 0.071,0.173 +/- 0.013,0.207 +/- 0.065
Respiratory Hypersensitivity,0.1 +/- 0.122,0.19 +/- 0.097,0.19 +/- 0.097,0.19 +/- 0.097
"Hyperglycemia, Postprandial",0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
Primary microcephaly,0.25 +/- 0.224,0.25 +/- 0.224,0.34 +/- 0.26,0.34 +/- 0.26
"Necrotizing encephalopathy, infantile subacute, of Leigh",0.329 +/- 0.219,0.382 +/- 0.225,0.382 +/- 0.225,0.558 +/- 0.232
Disorder of eye,0.054 +/- 0.029,0.059 +/- 0.034,0.074 +/- 0.039,0.079 +/- 0.043
Childhood Acute Lymphoblastic Leukemia,0.056 +/- 0.074,0.056 +/- 0.074,0.056 +/- 0.074,0.076 +/- 0.094
Arsenic Encephalopathy,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
Paroxysmal atrial fibrillation,0.014 +/- 0.017,0.014 +/- 0.017,0.021 +/- 0.017,0.041 +/- 0.012
"Mammary Neoplasms, Human",0.042 +/- 0.019,0.046 +/- 0.017,0.058 +/- 0.03,0.068 +/- 0.029
Spinocerebellar Ataxia Type 4,0.029 +/- 0.057,0.029 +/- 0.057,0.029 +/- 0.057,0.057 +/- 0.07
Myocardial Reperfusion Injury,0.066 +/- 0.058,0.082 +/- 0.068,0.171 +/- 0.132,0.186 +/- 0.124
Left Middle Cerebral Artery Infarction,0.029 +/- 0.057,0.062 +/- 0.076,0.062 +/- 0.076,0.09 +/- 0.074
IGA Glomerulonephritis,0.0 +/- 0.0,0.0 +/- 0.0,0.029 +/- 0.057,0.057 +/- 0.07
Glioblastoma Multiforme,0.018 +/- 0.022,0.048 +/- 0.029,0.076 +/- 0.06,0.151 +/- 0.075
Schizophrenia,0.012 +/- 0.014,0.021 +/- 0.01,0.029 +/- 0.01,0.052 +/- 0.008
Involutional Depression,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
Kidney Failure,0.09 +/- 0.111,0.09 +/- 0.111,0.09 +/- 0.111,0.14 +/- 0.116
Stevens-Johnson Syndrome,0.133 +/- 0.125,0.133 +/- 0.125,0.167 +/- 0.105,0.167 +/- 0.105
Fibrillary Astrocytoma,0.073 +/- 0.09,0.113 +/- 0.093,0.153 +/- 0.148,0.233 +/- 0.198
Arsenic Poisoning,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
Ischemia,0.04 +/- 0.08,0.04 +/- 0.08,0.04 +/- 0.08,0.073 +/- 0.09
Sarcomatoid Renal Cell Carcinoma,0.016 +/- 0.019,0.016 +/- 0.019,0.047 +/- 0.046,0.095 +/- 0.062
"Epilepsy, Temporal Lobe",0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
"Encephalopathy, Toxic",0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.033 +/- 0.067
Epileptic encephalopathy,0.033 +/- 0.067,0.033 +/- 0.067,0.033 +/- 0.067,0.033 +/- 0.067
Developmental Disabilities,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
Neuroblastoma,0.042 +/- 0.052,0.124 +/- 0.12,0.124 +/- 0.12,0.147 +/- 0.104
Neoplastic Cell Transformation,0.023 +/- 0.019,0.04 +/- 0.025,0.065 +/- 0.033,0.098 +/- 0.043
Cocaine-Related Disorders,0.058 +/- 0.037,0.076 +/- 0.062,0.106 +/- 0.08,0.117 +/- 0.067
Crohn's disease of the ileum,0.022 +/- 0.044,0.022 +/- 0.044,0.022 +/- 0.044,0.022 +/- 0.044
Early Pregnancy Loss,0.03 +/- 0.04,0.058 +/- 0.049,0.067 +/- 0.05,0.067 +/- 0.05
Colorectal Carcinoma,0.01 +/- 0.008,0.028 +/- 0.017,0.045 +/- 0.017,0.066 +/- 0.021
Bilateral Wilms Tumor,0.0 +/- 0.0,0.0 +/- 0.0,0.033 +/- 0.067,0.067 +/- 0.082
"Carcinoid, Goblet Cell",0.0 +/- 0.0,0.1 +/- 0.2,0.4 +/- 0.374,0.4 +/- 0.374
"Fibrosis, Liver",0.011 +/- 0.021,0.032 +/- 0.027,0.032 +/- 0.027,0.043 +/- 0.04
Acute Confusional Senile Dementia,0.044 +/- 0.054,0.064 +/- 0.082,0.098 +/- 0.085,0.119 +/- 0.109
"Hyalinosis, Segmental Glomerular",0.067 +/- 0.082,0.067 +/- 0.082,0.167 +/- 0.149,0.25 +/- 0.129
Lymphatic Metastasis,0.0 +/- 0.0,0.08 +/- 0.16,0.08 +/- 0.16,0.08 +/- 0.16
Chemically-Induced Liver Toxicity,0.006 +/- 0.012,0.015 +/- 0.013,0.05 +/- 0.031,0.062 +/- 0.034
Familial Idiopathic Pulmonary Fibrosis,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.05 +/- 0.1
Calcinosis,0.122 +/- 0.079,0.122 +/- 0.079,0.122 +/- 0.079,0.167 +/- 0.058
Simple Partial Status Epilepticus,0.0 +/- 0.0,0.014 +/- 0.029,0.014 +/- 0.029,0.03 +/- 0.036
Desmoplastic Medulloblastoma,0.0 +/- 0.0,0.05 +/- 0.1,0.075 +/- 0.1,0.167 +/- 0.068
"Carcinoma, Ovarian Epithelial",0.067 +/- 0.082,0.14 +/- 0.127,0.14 +/- 0.127,0.14 +/- 0.127
Microcalcification,0.122 +/- 0.079,0.122 +/- 0.079,0.144 +/- 0.053,0.167 +/- 0.058
Ovarian Mucinous Adenocarcinoma,0.029 +/- 0.057,0.029 +/- 0.057,0.09 +/- 0.117,0.157 +/- 0.139
Diabetes Mellitus,0.0 +/- 0.0,0.033 +/- 0.067,0.062 +/- 0.076,0.062 +/- 0.076
Female infertility,0.067 +/- 0.082,0.147 +/- 0.147,0.26 +/- 0.278,0.26 +/- 0.278
Malignant neoplasm of breast,0.021 +/- 0.006,0.025 +/- 0.004,0.032 +/- 0.01,0.045 +/- 0.009
Single Seizure,0.0 +/- 0.0,0.0 +/- 0.0,0.01 +/- 0.02,0.01 +/- 0.02
"Hearing Loss, Extreme",0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
