,Top 25,Top 50,Top 100,Top 200
cardiomyopathy hypertrophic,0.27 +/- 0.24819347291981714,0.36 +/- 0.2709243436828813,0.45999999999999996 +/- 0.37603191353926335,0.45999999999999996 +/- 0.37603191353926335
celiac disease,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0869047619047619 +/- 0.07217860186297198
cerebellar ataxia,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
cerebrovascular disorders,0.0 +/- 0.0,0.0 +/- 0.0,0.02222222222222222 +/- 0.04444444444444444,0.04444444444444444 +/- 0.05443310539518174
charcot-marie-tooth disease,0.04 +/- 0.08,0.04 +/- 0.08,0.04 +/- 0.08,0.04 +/- 0.08
colitis ulcerative,0.01818181818181818 +/- 0.03636363636363636,0.01818181818181818 +/- 0.03636363636363636,0.01818181818181818 +/- 0.03636363636363636,0.01818181818181818 +/- 0.03636363636363636
colorectal neoplasms,0.05 +/- 0.06123724356957946,0.075 +/- 0.06123724356957946,0.1 +/- 0.09354143466934854,0.16666666666666666 +/- 0.057601225981465894
coronary artery disease,0.06666666666666667 +/- 0.0816496580927726,0.06666666666666667 +/- 0.0816496580927726,0.06666666666666667 +/- 0.0816496580927726,0.1 +/- 0.0816496580927726
crohn disease,0.0419047619047619 +/- 0.03425924904496181,0.05619047619047619 +/- 0.0532311947142176,0.05619047619047619 +/- 0.0532311947142176,0.08476190476190476 +/- 0.029106108171306905
death sudden,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
diabetes mellitus type 2,0.026666666666666665 +/- 0.032659863237109045,0.026666666666666665 +/- 0.032659863237109045,0.026666666666666665 +/- 0.032659863237109045,0.06857142857142857 +/- 0.06183879268856352
dwarfism,0.0 +/- 0.0,0.08 +/- 0.09797958971132713,0.08 +/- 0.09797958971132713,0.08 +/- 0.09797958971132713
esophageal diseases,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
exophthalmos,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
glomerulonephritis,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
gout,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
graves disease,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
head and neck neoplasms,0.02857142857142857 +/- 0.05714285714285714,0.05714285714285714 +/- 0.06998542122237653,0.05714285714285714 +/- 0.06998542122237653,0.08571428571428572 +/- 0.06998542122237651
hypothalamic diseases,0.21000000000000002 +/- 0.128062484748657,0.21000000000000002 +/- 0.128062484748657,0.21000000000000002 +/- 0.128062484748657,0.21000000000000002 +/- 0.128062484748657
leukemia b-cell,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.05 +/- 0.10000000000000002
leukemia myeloid,0.06944444444444445 +/- 0.0569275042553311,0.06944444444444445 +/- 0.0569275042553311,0.11388888888888889 +/- 0.12184284555256283,0.11388888888888889 +/- 0.12184284555256283
lipid metabolism disorders,0.15999999999999998 +/- 0.07999999999999999,0.22000000000000003 +/- 0.11661903789690602,0.24000000000000005 +/- 0.14966629547095764,0.27999999999999997 +/- 0.1833030277982336
liver cirrhosis,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.04 +/- 0.08
liver cirrhosis biliary,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.05 +/- 0.1
lung diseases obstructive,0.025 +/- 0.05000000000000001,0.025 +/- 0.05000000000000001,0.025 +/- 0.05000000000000001,0.025 +/- 0.05000000000000001
lupus erythematosus,0.013333333333333332 +/- 0.026666666666666665,0.026666666666666665 +/- 0.032659863237109045,0.04 +/- 0.05333333333333333,0.06666666666666667 +/- 0.07302967433402216
lymphoma,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
lysosomal storage diseases,0.4222222222222222 +/- 0.12957670877434005,0.4666666666666667 +/- 0.1911627837120584,0.4666666666666667 +/- 0.1911627837120584,0.48888888888888893 +/- 0.18053418676968802
macular degeneration,0.06944444444444445 +/- 0.09043789220055391,0.11388888888888889 +/- 0.07049209744694178,0.13611111111111113 +/- 0.08258927081843613,0.20555555555555555 +/- 0.13099806802835107
metabolic syndrome x,0.06666666666666667 +/- 0.13333333333333333,0.06666666666666667 +/- 0.13333333333333333,0.2 +/- 0.2666666666666667,0.2 +/- 0.2666666666666667
motor neuron disease,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
multiple sclerosis,0.02857142857142857 +/- 0.03499271061118826,0.02857142857142857 +/- 0.03499271061118826,0.0857142857142857 +/- 0.0699854212223765,0.11428571428571428 +/- 0.09689042833036098
muscular dystrophies,0.2095238095238095 +/- 0.15238095238095237,0.2095238095238095 +/- 0.15238095238095237,0.2095238095238095 +/- 0.15238095238095237,0.23809523809523808 +/- 0.15058465048420852
mycobacterium infections,0.17 +/- 0.15362291495737218,0.22000000000000003 +/- 0.12884098726725127,0.22000000000000003 +/- 0.12884098726725127,0.26 +/- 0.19339079605813717
myeloproliferative disorders,0.1 +/- 0.20000000000000004,0.21666666666666665 +/- 0.19436506316151,0.21666666666666665 +/- 0.19436506316151,0.26666666666666666 +/- 0.1615893285805443
nutritional and metabolic diseases,0.01175141242937853 +/- 0.010113783386193329,0.023530836063238855 +/- 0.0033673928176911985,0.05549351944167498 +/- 0.008755424591000392,0.10762569434553482 +/- 0.021117292276140436
peroxisomal disorders,0.75 +/- 0.0,0.85 +/- 0.1224744871391589,0.85 +/- 0.1224744871391589,0.85 +/- 0.1224744871391589
psoriasis,0.0 +/- 0.0,0.038181818181818185 +/- 0.04685126809718228,0.05636363636363637 +/- 0.07372049066441198,0.05636363636363637 +/- 0.07372049066441198
purine-pyrimidine metabolism inborn errors,0.06666666666666667 +/- 0.13333333333333333,0.06666666666666667 +/- 0.13333333333333333,0.06666666666666667 +/- 0.13333333333333333,0.06666666666666667 +/- 0.13333333333333333
renal tubular transport inborn errors,0.12380952380952381 +/- 0.1227057021592869,0.15238095238095237 +/- 0.10605265453009564,0.15238095238095237 +/- 0.10605265453009564,0.15238095238095237 +/- 0.10605265453009564
sarcoma,0.04 +/- 0.08,0.08 +/- 0.09797958971132713,0.12000000000000002 +/- 0.16,0.16 +/- 0.19595917942265426
spastic paraplegia hereditary,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
spinocerebellar ataxias,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
spinocerebellar degenerations,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
spondylarthropathies,0.18333333333333332 +/- 0.2603416558635551,0.18333333333333332 +/- 0.2603416558635551,0.2333333333333333 +/- 0.2905932629027116,0.2833333333333333 +/- 0.26666666666666666
tauopathies,0.02857142857142857 +/- 0.05714285714285714,0.08571428571428572 +/- 0.06998542122237651,0.11428571428571428 +/- 0.10690449676496976,0.11428571428571428 +/- 0.10690449676496976
uveal diseases,0.06666666666666667 +/- 0.13333333333333333,0.06666666666666667 +/- 0.13333333333333333,0.06666666666666667 +/- 0.13333333333333333,0.06666666666666667 +/- 0.13333333333333333
varicose veins,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
vasculitis,0.06666666666666667 +/- 0.13333333333333333,0.06666666666666667 +/- 0.13333333333333333,0.06666666666666667 +/- 0.13333333333333333,0.06666666666666667 +/- 0.13333333333333333
