,Top 25,Top 50,Top 100,Top 200
diabetes mellitus type 2,0.008 +/- 0.016,0.004 +/- 0.008,0.004 +/- 0.004898979485566356,0.005 +/- 0.00447213595499958
dwarfism,0.008 +/- 0.016,0.008 +/- 0.009797958971132713,0.004 +/- 0.004898979485566357,0.002 +/- 0.0024494897427831783
esophageal diseases,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
exophthalmos,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
glomerulonephritis,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
gout,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
graves disease,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
head and neck neoplasms,0.008 +/- 0.016,0.008 +/- 0.009797958971132713,0.004 +/- 0.004898979485566357,0.002 +/- 0.0024494897427831783
hypothalamic diseases,0.04 +/- 0.025298221281347035,0.02 +/- 0.012649110640673518,0.01 +/- 0.006324555320336759,0.005 +/- 0.0031622776601683794
leukemia b-cell,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
leukemia myeloid,0.032 +/- 0.016,0.024 +/- 0.019595917942265423,0.012 +/- 0.009797958971132711,0.006 +/- 0.004898979485566356
lipid metabolism disorders,0.07999999999999999 +/- 0.05059644256269407,0.052000000000000005 +/- 0.02993325909419153,0.026000000000000002 +/- 0.014966629547095765,0.015 +/- 0.008366600265340755
liver cirrhosis,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
liver cirrhosis biliary,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.001 +/- 0.002
lung diseases obstructive,0.008 +/- 0.016,0.004 +/- 0.008,0.004 +/- 0.008,0.003 +/- 0.004
lupus erythematosus,0.016 +/- 0.019595917942265426,0.008 +/- 0.009797958971132713,0.006 +/- 0.004898979485566356,0.006 +/- 0.0037416573867739412
lymphoma,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.001 +/- 0.002
lysosomal storage diseases,0.15199999999999997 +/- 0.0466476151587624,0.088 +/- 0.03249615361854385,0.044 +/- 0.016248076809271924,0.022 +/- 0.008124038404635962
macular degeneration,0.024 +/- 0.032,0.016 +/- 0.014966629547095765,0.013999999999999999 +/- 0.013564659966250536,0.008 +/- 0.005999999999999999
metabolic syndrome x,0.008 +/- 0.016,0.004 +/- 0.008,0.006 +/- 0.008,0.003 +/- 0.004
motor neuron disease,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
multiple sclerosis,0.008 +/- 0.016,0.008 +/- 0.009797958971132711,0.01 +/- 0.010954451150103323,0.008 +/- 0.006782329983125268
muscular dystrophies,0.055999999999999994 +/- 0.040792156108742275,0.027999999999999997 +/- 0.020396078054371138,0.013999999999999999 +/- 0.010198039027185569,0.009 +/- 0.0066332495807108
mycobacterium infections,0.04 +/- 0.04381780460041329,0.024 +/- 0.019595917942265423,0.012 +/- 0.009797958971132711,0.006 +/- 0.004898979485566356
myeloproliferative disorders,0.016 +/- 0.019595917942265426,0.016 +/- 0.014966629547095765,0.008 +/- 0.0074833147735478825,0.005 +/- 0.0031622776601683794
nutritional and metabolic diseases,0.07200000000000001 +/- 0.02993325909419153,0.052000000000000005 +/- 0.00979795897113271,0.07800000000000001 +/- 0.01720465053408525,0.066 +/- 0.012409673645990858
peroxisomal disorders,0.128 +/- 0.016,0.068 +/- 0.009797958971132713,0.034 +/- 0.004898979485566357,0.017 +/- 0.0024494897427831783
psoriasis,0.0 +/- 0.0,0.004 +/- 0.008,0.006 +/- 0.008,0.003 +/- 0.004
purine-pyrimidine metabolism inborn errors,0.008 +/- 0.016,0.004 +/- 0.008,0.002 +/- 0.004,0.001 +/- 0.002
renal tubular transport inborn errors,0.032 +/- 0.02993325909419153,0.02 +/- 0.012649110640673518,0.01 +/- 0.006324555320336759,0.005 +/- 0.0031622776601683794
sarcoma,0.008 +/- 0.016,0.004 +/- 0.008,0.006 +/- 0.008,0.003 +/- 0.004
spastic paraplegia hereditary,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
spinocerebellar ataxias,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
spinocerebellar degenerations,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
spondylarthropathies,0.0 +/- 0.0,0.008 +/- 0.016,0.008 +/- 0.009797958971132713,0.005 +/- 0.00447213595499958
tauopathies,0.008 +/- 0.016,0.008 +/- 0.009797958971132711,0.004 +/- 0.004898979485566356,0.002 +/- 0.002449489742783178
uveal diseases,0.008 +/- 0.016,0.004 +/- 0.008,0.002 +/- 0.004,0.001 +/- 0.002
varicose veins,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
vasculitis,0.008 +/- 0.016,0.004 +/- 0.008,0.002 +/- 0.004,0.001 +/- 0.002
