,Top 25,Top 50,Top 100,Top 200
glomerulonephritis,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
gout,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
graves disease,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
head and neck neoplasms,0.012 +/- 0.025,0.014 +/- 0.017,0.007 +/- 0.009,0.006 +/- 0.005
hypothalamic diseases,0.067 +/- 0.042,0.036 +/- 0.023,0.019 +/- 0.012,0.01 +/- 0.006
leukemia b-cell,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.002 +/- 0.004
leukemia myeloid,0.036 +/- 0.029,0.02 +/- 0.017,0.018 +/- 0.02,0.01 +/- 0.01
lipid metabolism disorders,0.091 +/- 0.046,0.073 +/- 0.039,0.044 +/- 0.027,0.027 +/- 0.017
liver cirrhosis,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.002 +/- 0.004
liver cirrhosis biliary,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.002 +/- 0.004
lung diseases obstructive,0.012 +/- 0.024,0.007 +/- 0.014,0.004 +/- 0.007,0.002 +/- 0.004
lupus erythematosus,0.01 +/- 0.02,0.012 +/- 0.015,0.01 +/- 0.014,0.009 +/- 0.01
lymphoma,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
lysosomal storage diseases,0.224 +/- 0.069,0.142 +/- 0.058,0.077 +/- 0.032,0.042 +/- 0.016
macular degeneration,0.036 +/- 0.047,0.034 +/- 0.021,0.022 +/- 0.014,0.017 +/- 0.011
metabolic syndrome x,0.014 +/- 0.029,0.008 +/- 0.015,0.012 +/- 0.016,0.006 +/- 0.008
motor neuron disease,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
multiple sclerosis,0.021 +/- 0.025,0.012 +/- 0.015,0.021 +/- 0.017,0.015 +/- 0.013
muscular dystrophies,0.088 +/- 0.064,0.049 +/- 0.036,0.026 +/- 0.019,0.015 +/- 0.01
mycobacterium infections,0.054 +/- 0.05,0.037 +/- 0.023,0.019 +/- 0.012,0.012 +/- 0.01
myeloproliferative disorders,0.028 +/- 0.055,0.03 +/- 0.028,0.015 +/- 0.014,0.01 +/- 0.006
nutritional and metabolic diseases,0.019 +/- 0.017,0.033 +/- 0.005,0.06 +/- 0.009,0.08 +/- 0.016
peroxisomal disorders,0.207 +/- 0.0,0.126 +/- 0.018,0.065 +/- 0.009,0.033 +/- 0.005
psoriasis,0.0 +/- 0.0,0.013 +/- 0.016,0.011 +/- 0.014,0.006 +/- 0.008
purine-pyrimidine metabolism inborn errors,0.014 +/- 0.029,0.008 +/- 0.015,0.004 +/- 0.008,0.002 +/- 0.004
renal tubular transport inborn errors,0.051 +/- 0.048,0.035 +/- 0.023,0.019 +/- 0.012,0.01 +/- 0.006
sarcoma,0.013 +/- 0.027,0.015 +/- 0.018,0.011 +/- 0.015,0.008 +/- 0.01
spastic paraplegia hereditary,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
spinocerebellar ataxias,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
spinocerebellar degenerations,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
spondylarthropathies,0.042 +/- 0.057,0.023 +/- 0.03,0.015 +/- 0.019,0.01 +/- 0.009
tauopathies,0.012 +/- 0.025,0.021 +/- 0.017,0.015 +/- 0.014,0.008 +/- 0.007
uveal diseases,0.014 +/- 0.029,0.008 +/- 0.015,0.004 +/- 0.008,0.002 +/- 0.004
varicose veins,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0,0.0 +/- 0.0
vasculitis,0.014 +/- 0.029,0.008 +/- 0.015,0.004 +/- 0.008,0.002 +/- 0.004
